dataset,subject,outcome,stage,model,grid,policy,comparator,config_id,full_config_id,metric,restricted,full,difference
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__displaced,full,uci697__all__dropout_vs_graduate__semester1__loo__displaced__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,average_precision,0.9300138796992576,0.9308581323594359,-0.0008442526601782907
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__displaced,full,uci697__all__dropout_vs_graduate__semester1__loo__displaced__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,auroc,0.9343632615469504,0.9355276491889586,-0.0011643876420082133
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__displaced,full,uci697__all__dropout_vs_graduate__semester1__loo__displaced__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,brier,0.08313076976777012,0.0827051171996551,0.00042565256811501195
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__educational_special_needs,full,uci697__all__dropout_vs_graduate__semester1__loo__educational_special_needs__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,average_precision,0.9308581323594359,0.9308581323594359,0.0
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__educational_special_needs,full,uci697__all__dropout_vs_graduate__semester1__loo__educational_special_needs__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,auroc,0.9355276491889586,0.9355276491889586,0.0
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__educational_special_needs,full,uci697__all__dropout_vs_graduate__semester1__loo__educational_special_needs__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,brier,0.0827051171996551,0.0827051171996551,0.0
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__gender,full,uci697__all__dropout_vs_graduate__semester1__loo__gender__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,average_precision,0.9301658513622074,0.9308581323594359,-0.0006922809972285116
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__gender,full,uci697__all__dropout_vs_graduate__semester1__loo__gender__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,auroc,0.9341635157052159,0.9355276491889586,-0.0013641334837426466
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__gender,full,uci697__all__dropout_vs_graduate__semester1__loo__gender__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,brier,0.08406356423962724,0.0827051171996551,0.0013584470399721355
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__international,full,uci697__all__dropout_vs_graduate__semester1__loo__international__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,average_precision,0.9308581323594359,0.9308581323594359,0.0
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__international,full,uci697__all__dropout_vs_graduate__semester1__loo__international__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,auroc,0.9355276491889586,0.9355276491889586,0.0
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__international,full,uci697__all__dropout_vs_graduate__semester1__loo__international__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,brier,0.0827051171996551,0.0827051171996551,0.0
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__marital_status,full,uci697__all__dropout_vs_graduate__semester1__loo__marital_status__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,average_precision,0.9303887550021906,0.9308581323594359,-0.00046937735724528196
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__marital_status,full,uci697__all__dropout_vs_graduate__semester1__loo__marital_status__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,auroc,0.9349688705503588,0.9355276491889586,-0.0005587786385997662
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__marital_status,full,uci697__all__dropout_vs_graduate__semester1__loo__marital_status__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,brier,0.08319795869866749,0.0827051171996551,0.0004928414990123808
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__nacionality,full,uci697__all__dropout_vs_graduate__semester1__loo__nacionality__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,average_precision,0.9308581323594359,0.9308581323594359,0.0
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__nacionality,full,uci697__all__dropout_vs_graduate__semester1__loo__nacionality__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,auroc,0.9355276491889586,0.9355276491889586,0.0
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__nacionality,full,uci697__all__dropout_vs_graduate__semester1__loo__nacionality__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,brier,0.0827051171996551,0.0827051171996551,0.0
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_graduate__semester1__no_direct_personal__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,average_precision,0.9289075537646162,0.9308581323594359,-0.0019505785948197296
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_graduate__semester1__no_direct_personal__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,auroc,0.9349535790026662,0.9355276491889586,-0.000574070186292408
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_graduate__semester1__no_direct_personal__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,brier,0.08432783811539382,0.0827051171996551,0.0016227209157387151
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,no_family_financial,full,uci697__all__dropout_vs_graduate__semester1__no_family_financial__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,average_precision,0.9085675970709914,0.9308581323594359,-0.02229053528844449
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,no_family_financial,full,uci697__all__dropout_vs_graduate__semester1__no_family_financial__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,auroc,0.9200758588195117,0.9355276491889586,-0.015451790369446883
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,no_family_financial,full,uci697__all__dropout_vs_graduate__semester1__no_family_financial__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,brier,0.0959057242764449,0.0827051171996551,0.0132006070767898
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_graduate__semester1__targeted_gender_special_needs__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,average_precision,0.9301574997004104,0.9308581323594359,-0.0007006326590255352
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_graduate__semester1__targeted_gender_special_needs__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,auroc,0.9341874087484855,0.9355276491889586,-0.001340240440473095
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_graduate__semester1__targeted_gender_special_needs__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,brier,0.0840552650380791,0.0827051171996551,0.0013501478384239929
uci697,all,dropout_vs_graduate,semester1,logistic,c13_selected,legacy_operational,full,uci697__all__dropout_vs_graduate__semester1__legacy_operational__logistic,uci697__all__dropout_vs_graduate__semester1__full__logistic,average_precision,0.9047017705582423,0.929180921495094,-0.024479150936851712
uci697,all,dropout_vs_graduate,semester1,logistic,c13_selected,legacy_operational,full,uci697__all__dropout_vs_graduate__semester1__legacy_operational__logistic,uci697__all__dropout_vs_graduate__semester1__full__logistic,auroc,0.9176419541451085,0.9360854721058277,-0.01844351796071919
uci697,all,dropout_vs_graduate,semester1,logistic,c13_selected,legacy_operational,full,uci697__all__dropout_vs_graduate__semester1__legacy_operational__logistic,uci697__all__dropout_vs_graduate__semester1__full__logistic,brier,0.10142131691745696,0.08469185161430133,0.016729465303155625
uci697,all,dropout_vs_graduate,semester1,logistic,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_graduate__semester1__no_direct_personal__logistic,uci697__all__dropout_vs_graduate__semester1__full__logistic,average_precision,0.9283387546058897,0.929180921495094,-0.0008421668892043543
uci697,all,dropout_vs_graduate,semester1,logistic,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_graduate__semester1__no_direct_personal__logistic,uci697__all__dropout_vs_graduate__semester1__full__logistic,auroc,0.9347461873870856,0.9360854721058277,-0.0013392847187421175
uci697,all,dropout_vs_graduate,semester1,logistic,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_graduate__semester1__no_direct_personal__logistic,uci697__all__dropout_vs_graduate__semester1__full__logistic,brier,0.0858035266576589,0.08469185161430133,0.001111675043357574
uci697,all,dropout_vs_graduate,semester1,logistic,c13_selected,no_family_financial,full,uci697__all__dropout_vs_graduate__semester1__no_family_financial__logistic,uci697__all__dropout_vs_graduate__semester1__full__logistic,average_precision,0.9046762104140252,0.929180921495094,-0.024504711081068775
uci697,all,dropout_vs_graduate,semester1,logistic,c13_selected,no_family_financial,full,uci697__all__dropout_vs_graduate__semester1__no_family_financial__logistic,uci697__all__dropout_vs_graduate__semester1__full__logistic,auroc,0.918836924882502,0.9360854721058277,-0.017248547223325694
uci697,all,dropout_vs_graduate,semester1,logistic,c13_selected,no_family_financial,full,uci697__all__dropout_vs_graduate__semester1__no_family_financial__logistic,uci697__all__dropout_vs_graduate__semester1__full__logistic,brier,0.10000457209701137,0.08469185161430133,0.01531272048271004
uci697,all,dropout_vs_graduate,semester1,logistic,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_graduate__semester1__targeted_gender_special_needs__logistic,uci697__all__dropout_vs_graduate__semester1__full__logistic,average_precision,0.9284315670795192,0.929180921495094,-0.0007493544155747767
uci697,all,dropout_vs_graduate,semester1,logistic,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_graduate__semester1__targeted_gender_special_needs__logistic,uci697__all__dropout_vs_graduate__semester1__full__logistic,auroc,0.9350886543406173,0.9360854721058277,-0.0009968177652104337
uci697,all,dropout_vs_graduate,semester1,logistic,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_graduate__semester1__targeted_gender_special_needs__logistic,uci697__all__dropout_vs_graduate__semester1__full__logistic,brier,0.08565593494491713,0.08469185161430133,0.0009640833306158031
