dataset,subject,outcome,stage,policy,model,grid,analysis_group,config_id,source_prediction_sha256,budget_fraction,alerts,true_alerts,false_alerts,precision,recall,lift,exploratory
uci320,portuguese,fail_g3_lt_10,baseline,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,14,20,0.4117647058823529,0.14,2.6723529411764706,False
uci320,portuguese,fail_g3_lt_10,baseline,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,25,41,0.3787878787878788,0.25,2.4583333333333335,False
uci320,portuguese,fail_g3_lt_10,baseline,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,43,88,0.3282442748091603,0.43,2.1303053435114503,False
uci320,portuguese,fail_g3_lt_10,baseline,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,53,142,0.2717948717948718,0.53,1.7639487179487179,False
uci320,portuguese,fail_g3_lt_10,baseline,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,15,19,0.4411764705882353,0.15,2.863235294117647,False
uci320,portuguese,fail_g3_lt_10,baseline,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,27,39,0.4090909090909091,0.27,2.6550000000000002,False
uci320,portuguese,fail_g3_lt_10,baseline,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,41,90,0.31297709923664124,0.41,2.031221374045802,False
uci320,portuguese,fail_g3_lt_10,baseline,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,53,142,0.2717948717948718,0.53,1.7639487179487179,False
uci320,portuguese,fail_g3_lt_10,baseline,school_observable_only,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,14,20,0.4117647058823529,0.14,2.6723529411764706,False
uci320,portuguese,fail_g3_lt_10,baseline,school_observable_only,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,27,39,0.4090909090909091,0.27,2.6550000000000002,False
uci320,portuguese,fail_g3_lt_10,baseline,school_observable_only,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,44,87,0.33587786259541985,0.44,2.179847328244275,False
uci320,portuguese,fail_g3_lt_10,baseline,school_observable_only,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,51,144,0.26153846153846155,0.51,1.6973846153846155,False
uci320,portuguese,fail_g3_lt_10,baseline,school_observable_only,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,18,16,0.5294117647058824,0.18,3.4358823529411766,False
uci320,portuguese,fail_g3_lt_10,baseline,school_observable_only,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,29,37,0.4393939393939394,0.29,2.851666666666667,False
uci320,portuguese,fail_g3_lt_10,baseline,school_observable_only,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,44,87,0.33587786259541985,0.44,2.179847328244275,False
uci320,portuguese,fail_g3_lt_10,baseline,school_observable_only,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,51,144,0.26153846153846155,0.51,1.6973846153846155,False
uci320,portuguese,fail_g3_lt_10,baseline,targeted_no_sex,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,13,21,0.38235294117647056,0.13,2.481470588235294,False
uci320,portuguese,fail_g3_lt_10,baseline,targeted_no_sex,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,25,41,0.3787878787878788,0.25,2.4583333333333335,False
uci320,portuguese,fail_g3_lt_10,baseline,targeted_no_sex,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,45,86,0.3435114503816794,0.45,2.2293893129770996,False
uci320,portuguese,fail_g3_lt_10,baseline,targeted_no_sex,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,53,142,0.2717948717948718,0.53,1.7639487179487179,False
uci320,portuguese,fail_g3_lt_10,baseline,targeted_no_sex,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,14,20,0.4117647058823529,0.14,2.6723529411764706,False
uci320,portuguese,fail_g3_lt_10,baseline,targeted_no_sex,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,24,42,0.36363636363636365,0.24,2.3600000000000003,False
uci320,portuguese,fail_g3_lt_10,baseline,targeted_no_sex,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,37,94,0.2824427480916031,0.37,1.833053435114504,False
uci320,portuguese,fail_g3_lt_10,baseline,targeted_no_sex,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,50,145,0.2564102564102564,0.5,1.664102564102564,False
uci320,portuguese,fail_g3_lt_10,period1,full,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,20,14,0.5882352941176471,0.2,3.8176470588235296,False
uci320,portuguese,fail_g3_lt_10,period1,full,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,39,27,0.5909090909090909,0.39,3.8350000000000004,False
uci320,portuguese,fail_g3_lt_10,period1,full,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,62,69,0.4732824427480916,0.62,3.0716030534351146,False
uci320,portuguese,fail_g3_lt_10,period1,full,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,81,114,0.4153846153846154,0.81,2.695846153846154,False
uci320,portuguese,fail_g3_lt_10,period1,full,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,22,12,0.6470588235294118,0.22,4.199411764705883,False
uci320,portuguese,fail_g3_lt_10,period1,full,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,36,30,0.5454545454545454,0.36,3.54,False
uci320,portuguese,fail_g3_lt_10,period1,full,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,60,71,0.4580152671755725,0.6,2.9725190839694657,False
uci320,portuguese,fail_g3_lt_10,period1,full,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,77,118,0.39487179487179486,0.77,2.562717948717949,False
uci320,portuguese,fail_g3_lt_10,period1,no_demographic_family,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,19,15,0.5588235294117647,0.19,3.626764705882353,False
uci320,portuguese,fail_g3_lt_10,period1,no_demographic_family,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,37,29,0.5606060606060606,0.37,3.638333333333333,False
uci320,portuguese,fail_g3_lt_10,period1,no_demographic_family,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,65,66,0.4961832061068702,0.65,3.2202290076335878,False
uci320,portuguese,fail_g3_lt_10,period1,no_demographic_family,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,81,114,0.4153846153846154,0.81,2.695846153846154,False
uci320,portuguese,fail_g3_lt_10,period1,no_demographic_family,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,22,12,0.6470588235294118,0.22,4.199411764705883,False
uci320,portuguese,fail_g3_lt_10,period1,no_demographic_family,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,37,29,0.5606060606060606,0.37,3.638333333333333,False
uci320,portuguese,fail_g3_lt_10,period1,no_demographic_family,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,61,70,0.46564885496183206,0.61,3.0220610687022904,False
uci320,portuguese,fail_g3_lt_10,period1,no_demographic_family,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,79,116,0.40512820512820513,0.79,2.6292820512820514,False
uci320,portuguese,fail_g3_lt_10,period1,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,21,13,0.6176470588235294,0.21,4.008529411764706,False
uci320,portuguese,fail_g3_lt_10,period1,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,40,26,0.6060606060606061,0.4,3.9333333333333336,False
uci320,portuguese,fail_g3_lt_10,period1,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,62,69,0.4732824427480916,0.62,3.0716030534351146,False
uci320,portuguese,fail_g3_lt_10,period1,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,82,113,0.4205128205128205,0.82,2.7291282051282053,False
uci320,portuguese,fail_g3_lt_10,period1,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,22,12,0.6470588235294118,0.22,4.199411764705883,False
uci320,portuguese,fail_g3_lt_10,period1,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,39,27,0.5909090909090909,0.39,3.8350000000000004,False
uci320,portuguese,fail_g3_lt_10,period1,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,62,69,0.4732824427480916,0.62,3.0716030534351146,False
uci320,portuguese,fail_g3_lt_10,period1,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,79,116,0.40512820512820513,0.79,2.6292820512820514,False
uci320,portuguese,fail_g3_lt_10,period1,school_observable_only,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,22,12,0.6470588235294118,0.22,4.199411764705883,False
uci320,portuguese,fail_g3_lt_10,period1,school_observable_only,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,37,29,0.5606060606060606,0.37,3.638333333333333,False
uci320,portuguese,fail_g3_lt_10,period1,school_observable_only,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,62,69,0.4732824427480916,0.62,3.0716030534351146,False
uci320,portuguese,fail_g3_lt_10,period1,school_observable_only,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,78,117,0.4,0.78,2.596,False
uci320,portuguese,fail_g3_lt_10,period1,school_observable_only,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,23,11,0.6764705882352942,0.23,4.390294117647059,False
uci320,portuguese,fail_g3_lt_10,period1,school_observable_only,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,39,27,0.5909090909090909,0.39,3.8350000000000004,False
uci320,portuguese,fail_g3_lt_10,period1,school_observable_only,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,62,69,0.4732824427480916,0.62,3.0716030534351146,False
uci320,portuguese,fail_g3_lt_10,period1,school_observable_only,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,80,115,0.41025641025641024,0.8,2.6625641025641027,False
uci320,portuguese,fail_g3_lt_10,period1,targeted_no_sex,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,21,13,0.6176470588235294,0.21,4.008529411764706,False
uci320,portuguese,fail_g3_lt_10,period1,targeted_no_sex,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,36,30,0.5454545454545454,0.36,3.54,False
uci320,portuguese,fail_g3_lt_10,period1,targeted_no_sex,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,63,68,0.48091603053435117,0.63,3.1211450381679393,False
uci320,portuguese,fail_g3_lt_10,period1,targeted_no_sex,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,80,115,0.41025641025641024,0.8,2.6625641025641027,False
uci320,portuguese,fail_g3_lt_10,period1,targeted_no_sex,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,23,11,0.6764705882352942,0.23,4.390294117647059,False
uci320,portuguese,fail_g3_lt_10,period1,targeted_no_sex,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,37,29,0.5606060606060606,0.37,3.638333333333333,False
uci320,portuguese,fail_g3_lt_10,period1,targeted_no_sex,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,60,71,0.4580152671755725,0.6,2.9725190839694657,False
uci320,portuguese,fail_g3_lt_10,period1,targeted_no_sex,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,76,119,0.38974358974358975,0.76,2.5294358974358975,False
uci320,portuguese,fail_g3_lt_10,period2,full,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,29,5,0.8529411764705882,0.29,5.535588235294118,False
uci320,portuguese,fail_g3_lt_10,period2,full,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,48,18,0.7272727272727273,0.48,4.720000000000001,False
uci320,portuguese,fail_g3_lt_10,period2,full,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,74,57,0.5648854961832062,0.74,3.666106870229008,False
uci320,portuguese,fail_g3_lt_10,period2,full,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,84,111,0.4307692307692308,0.84,2.795692307692308,False
uci320,portuguese,fail_g3_lt_10,period2,full,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,29,5,0.8529411764705882,0.29,5.535588235294118,False
uci320,portuguese,fail_g3_lt_10,period2,full,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,47,19,0.7121212121212122,0.47,4.621666666666667,False
uci320,portuguese,fail_g3_lt_10,period2,full,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,69,62,0.5267175572519084,0.69,3.4183969465648856,False
uci320,portuguese,fail_g3_lt_10,period2,full,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,85,110,0.4358974358974359,0.85,2.8289743589743592,False
uci320,portuguese,fail_g3_lt_10,period2,no_demographic_family,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,29,5,0.8529411764705882,0.29,5.535588235294118,False
uci320,portuguese,fail_g3_lt_10,period2,no_demographic_family,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,47,19,0.7121212121212122,0.47,4.621666666666667,False
uci320,portuguese,fail_g3_lt_10,period2,no_demographic_family,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,71,60,0.5419847328244275,0.71,3.5174809160305345,False
uci320,portuguese,fail_g3_lt_10,period2,no_demographic_family,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,86,109,0.441025641025641,0.86,2.8622564102564105,False
uci320,portuguese,fail_g3_lt_10,period2,no_demographic_family,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,30,4,0.8823529411764706,0.3,5.726470588235294,False
uci320,portuguese,fail_g3_lt_10,period2,no_demographic_family,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,46,20,0.696969696969697,0.46,4.523333333333334,False
uci320,portuguese,fail_g3_lt_10,period2,no_demographic_family,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,72,59,0.549618320610687,0.72,3.567022900763359,False
uci320,portuguese,fail_g3_lt_10,period2,no_demographic_family,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,83,112,0.4256410256410256,0.83,2.7624102564102566,False
uci320,portuguese,fail_g3_lt_10,period2,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,31,3,0.9117647058823529,0.31,5.917352941176471,False
uci320,portuguese,fail_g3_lt_10,period2,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,48,18,0.7272727272727273,0.48,4.720000000000001,False
uci320,portuguese,fail_g3_lt_10,period2,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,73,58,0.5572519083969466,0.73,3.616564885496184,False
uci320,portuguese,fail_g3_lt_10,period2,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,83,112,0.4256410256410256,0.83,2.7624102564102566,False
uci320,portuguese,fail_g3_lt_10,period2,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,29,5,0.8529411764705882,0.29,5.535588235294118,False
uci320,portuguese,fail_g3_lt_10,period2,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,46,20,0.696969696969697,0.46,4.523333333333334,False
uci320,portuguese,fail_g3_lt_10,period2,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,71,60,0.5419847328244275,0.71,3.5174809160305345,False
uci320,portuguese,fail_g3_lt_10,period2,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,85,110,0.4358974358974359,0.85,2.8289743589743592,False
uci320,portuguese,fail_g3_lt_10,period2,school_observable_only,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,30,4,0.8823529411764706,0.3,5.726470588235294,False
uci320,portuguese,fail_g3_lt_10,period2,school_observable_only,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,49,17,0.7424242424242424,0.49,4.818333333333333,False
